FK_1\random10_100_2_1000_1_10,29714,121.0209832,true
FK_1\random10_60_1_1000_1_12,23064,58.3368111,false
FK_1\random12_48_3_1000_1_16,11837,38.1227443,false
FK_1\random15_45_1_1000_1_13,14726,10.0408741,false
FK_1\random15_75_3_1000_1_16,18296,120.3734505,true
FK_1\random30_60_4_1000_1_14,11017,37.1950626,false
FK_2\random20_120_1_1000_1_12,47785,118.9296709,true
FK_2\random20_200_2_1000_1_14,53329,120.8207453,true
FK_2\random24_96_3_1000_1_18,23848,120.791078,true
FK_2\random30_150_2_1000_1_17,44176,118.2500227,true
FK_2\random30_90_4_1000_1_20,26021,102.2652646,false
FK_2\random60_120_4_1000_1_19,20463,118.2168326,true
FK_3\notSolved\random30_180_2_1000_1_2,47636,120.5323994,true
FK_3\notSolved\random36_144_2_1000_1_20,42594,118.1922323,true
FK_3\notSolved\random45_135_3_1000_1_12,37558,118.2217203,true
FK_3\notSolved\random45_135_4_1000_1_14,33709,120.5539263,true
FK_3\notSolved\random45_225_2_1000_1_20,67597,118.0189444,true
FK_3\Solved\random30_180_1_1000_1_20,75293,121.1674745,true
FK_3\Solved\random30_300_2_1000_1_4,84727,121.3198455,true
FK_3\Solved\random36_144_3_1000_1_17,39128,118.8654796,true
FK_3\Solved\random45_135_4_1000_1_16,36959,121.1141717,true
FK_3\Solved\random45_225_3_1000_1_15,55862,120.4682651,true
FK_3\Solved\random90_180_4_1000_1_19,30047,118.5293064,true
FK_4\notSolved\random50_300_2_1000_1_5,79903,121.5573043,true
FK_4\notSolved\random60_240_1_1000_1_17,95156,118.046458,true
FK_4\notSolved\random60_240_2_1000_1_15,65765,121.6410656,true
FK_4\notSolved\random60_240_3_1000_1_18,59294,120.3939231,true
FK_4\notSolved\random75_225_4_1000_1_20,58027,121.1534583,true
FK_4\Solved\random150_300_2_1000_1_12,55101,118.5865302,true
FK_4\Solved\random50_300_1_1000_1_16,119327,121.077851,true
FK_4\Solved\random50_500_2_1000_1_14,134389,119.2635756,true
FK_4\Solved\random60_240_3_1000_1_14,60746,121.4089895,true
FK_4\Solved\random75_225_4_1000_1_17,56581,122.1691686,true
FK_4\Solved\random75_375_2_1000_1_5,100595,122.6023048,true
SMALL\probT1_0U_R50_T002_M010_N0040_seed05,15440,118.6790482,true
SMALL\probT1_0U_R50_T002_M020_N0060_seed01,25636,19.5386964,false
SMALL\probT1_1W_R50_T002_M010_N0040_seed09,12699,9.7501646,false
SMALL\probT1_1W_R50_T002_M010_N0060_seed10,19610,118.1473723,true
SMALL\probT1_1W_R50_T002_M020_N0020_seed10,3429,4.4997488,false
SMALL\probT1_1W_R50_T002_M020_N0040_seed10,12233,13.5511261,false
