FK_1\random10_100_2_1000_1_10,29701,120.9720677,true
FK_1\random10_60_1_1000_1_12,23064,118.1337827,true
FK_1\random12_48_3_1000_1_16,11830,62.117551,false
FK_1\random15_45_1_1000_1_13,15160,31.0423962,false
FK_1\random15_75_3_1000_1_16,18282,118.0188092,true
FK_1\random30_60_4_1000_1_14,11017,40.2566217,false
FK_2\random20_120_1_1000_1_12,47689,120.5834534,true
FK_2\random20_200_2_1000_1_14,53374,121.0484917,true
FK_2\random24_96_3_1000_1_18,23829,120.5719236,true
FK_2\random30_150_2_1000_1_17,44164,120.9361162,true
FK_2\random30_90_4_1000_1_20,26010,118.0464747,true
FK_2\random60_120_4_1000_1_19,20463,118.0146862,true
FK_3\notSolved\random30_180_2_1000_1_2,47537,120.5588242,true
FK_3\notSolved\random36_144_2_1000_1_20,42569,121.0478665,true
FK_3\notSolved\random45_135_3_1000_1_12,37572,121.2123677,true
FK_3\notSolved\random45_135_4_1000_1_14,33659,120.9630666,true
FK_3\notSolved\random45_225_2_1000_1_20,67177,120.8438268,true
FK_3\Solved\random30_180_1_1000_1_20,75220,120.3969683,true
FK_3\Solved\random30_300_2_1000_1_4,84711,121.3158145,true
FK_3\Solved\random36_144_3_1000_1_17,39072,121.104784501,true
FK_3\Solved\random45_135_4_1000_1_16,36911,120.7457414,true
FK_3\Solved\random45_225_3_1000_1_15,56054,120.7989132,true
FK_3\Solved\random90_180_4_1000_1_19,30044,118.1640622,true
FK_4\notSolved\random50_300_2_1000_1_5,79885,121.0115953,true
FK_4\notSolved\random60_240_1_1000_1_17,94898,120.4136192,true
FK_4\notSolved\random60_240_2_1000_1_15,65782,119.4116307,true
FK_4\notSolved\random60_240_3_1000_1_18,59427,119.7330983,true
FK_4\notSolved\random75_225_4_1000_1_20,58185,121.426798,true
FK_4\Solved\random150_300_2_1000_1_12,55655,122.064962,true
FK_4\Solved\random50_300_1_1000_1_16,119242,120.1821006,true
FK_4\Solved\random50_500_2_1000_1_14,134408,122.5453037,true
FK_4\Solved\random60_240_3_1000_1_14,60897,119.402699,true
FK_4\Solved\random75_225_4_1000_1_17,60283,122.2875389,true
FK_4\Solved\random75_375_2_1000_1_5,100878,123.0181413,true
SMALL\probT1_0U_R50_T002_M010_N0040_seed05,15440,65.4628646,false
SMALL\probT1_0U_R50_T002_M020_N0060_seed01,26593,118.0123298,true
SMALL\probT1_1W_R50_T002_M010_N0040_seed09,12677,64.1172326,false
SMALL\probT1_1W_R50_T002_M010_N0060_seed10,19650,118.0559979,true
SMALL\probT1_1W_R50_T002_M020_N0020_seed10,3429,5.771949299,false
SMALL\probT1_1W_R50_T002_M020_N0040_seed10,12227,22.368343,false
