FK_1\random10_100_2_1000_1_10,29767,39.028729,false
FK_1\random10_60_1_1000_1_12,23034,118.730921,true
FK_1\random12_48_3_1000_1_16,11799,15.4973139,false
FK_1\random15_45_1_1000_1_13,14748,8.0822992,false
FK_1\random15_75_3_1000_1_16,18276,121.055774,true
FK_1\random30_60_4_1000_1_14,11017,19.8081061,false
FK_2\random20_120_1_1000_1_12,47688,119.9309006,true
FK_2\random20_200_2_1000_1_14,53447,120.4528465,true
FK_2\random24_96_3_1000_1_18,23853,118.01281,true
FK_2\random30_150_2_1000_1_17,44307,119.0235369,true
FK_2\random30_90_4_1000_1_20,25983,33.6054262,false
FK_2\random60_120_4_1000_1_19,20463,118.0857666,true
FK_3\notSolved\random30_180_2_1000_1_2,47766,120.3318769,true
FK_3\notSolved\random36_144_2_1000_1_20,42472,90.2206121,false
FK_3\notSolved\random45_135_3_1000_1_12,37594,118.2719644,true
FK_3\notSolved\random45_135_4_1000_1_14,33702,118.0217089,true
FK_3\notSolved\random45_225_2_1000_1_20,67840,118.3379062,true
FK_3\Solved\random30_180_1_1000_1_20,75385,120.1841685,true
FK_3\Solved\random30_300_2_1000_1_4,84777,120.8919765,true
FK_3\Solved\random36_144_3_1000_1_17,39153,118.6347205,true
FK_3\Solved\random45_135_4_1000_1_16,36964,105.194911299,false
FK_3\Solved\random45_225_3_1000_1_15,55838,120.706617799,true
FK_3\Solved\random90_180_4_1000_1_19,30047,118.009300399,true
FK_4\notSolved\random50_300_2_1000_1_5,79881,121.141238601,true
FK_4\notSolved\random60_240_1_1000_1_17,95280,118.9134074,true
FK_4\notSolved\random60_240_2_1000_1_15,65991,121.1958895,true
FK_4\notSolved\random60_240_3_1000_1_18,59352,121.4854133,true
FK_4\notSolved\random75_225_4_1000_1_20,58291,118.3516387,true
FK_4\Solved\random150_300_2_1000_1_12,54226,119.6783897,true
FK_4\Solved\random50_300_1_1000_1_16,119269,121.0135917,true
FK_4\Solved\random50_500_2_1000_1_14,129557,121.5556547,true
FK_4\Solved\random60_240_3_1000_1_14,60851,121.0193482,true
FK_4\Solved\random75_225_4_1000_1_17,60437,118.4086914,true
FK_4\Solved\random75_375_2_1000_1_5,100899,121.9644827,true
SMALL\probT1_0U_R50_T002_M010_N0040_seed05,15440,17.280884,false
SMALL\probT1_0U_R50_T002_M020_N0060_seed01,25941,13.6541209,false
SMALL\probT1_1W_R50_T002_M010_N0040_seed09,12724,5.3262586,false
SMALL\probT1_1W_R50_T002_M010_N0060_seed10,19610,120.1341112,true
SMALL\probT1_1W_R50_T002_M020_N0020_seed10,3429,3.034111,false
SMALL\probT1_1W_R50_T002_M020_N0040_seed10,12021,9.5466723,false
